,filename,label
49,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10254.JPEG,golf ball
50,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10304.JPEG,golf ball
51,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1036.JPEG,golf ball
52,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10376.JPEG,golf ball
53,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10413.JPEG,golf ball
54,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10419.JPEG,golf ball
55,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10425.JPEG,golf ball
56,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10445.JPEG,golf ball
57,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10455.JPEG,golf ball
58,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10499.JPEG,golf ball
59,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10514.JPEG,golf ball
60,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10515.JPEG,golf ball
61,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10523.JPEG,golf ball
62,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10537.JPEG,golf ball
63,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10547.JPEG,golf ball
64,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10556.JPEG,golf ball
65,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1057.JPEG,golf ball
66,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10574.JPEG,golf ball
67,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10583.JPEG,golf ball
68,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10587.JPEG,golf ball
69,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10615.JPEG,golf ball
70,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10616.JPEG,golf ball
71,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10633.JPEG,golf ball
72,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10655.JPEG,golf ball
73,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10657.JPEG,golf ball
74,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1067.JPEG,golf ball
75,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10676.JPEG,golf ball
76,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10678.JPEG,golf ball
77,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10689.JPEG,golf ball
78,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10693.JPEG,golf ball
79,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10698.JPEG,golf ball
80,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10719.JPEG,golf ball
81,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10723.JPEG,golf ball
82,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10743.JPEG,golf ball
83,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10759.JPEG,golf ball
84,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10786.JPEG,golf ball
85,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_10788.JPEG,golf ball
86,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1086.JPEG,golf ball
87,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1107.JPEG,golf ball
88,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_11089.JPEG,golf ball
89,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_11144.JPEG,golf ball
90,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_11236.JPEG,golf ball
91,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_11296.JPEG,golf ball
92,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_11347.JPEG,golf ball
93,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_11389.JPEG,golf ball
94,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_11409.JPEG,golf ball
95,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_11483.JPEG,golf ball
96,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1159.JPEG,golf ball
97,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_11635.JPEG,golf ball
98,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_11643.JPEG,golf ball
99,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1169.JPEG,golf ball
100,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_11789.JPEG,golf ball
101,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_11967.JPEG,golf ball
102,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_11973.JPEG,golf ball
103,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_12013.JPEG,golf ball
104,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1203.JPEG,golf ball
105,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_12069.JPEG,golf ball
106,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_12117.JPEG,golf ball
107,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_12143.JPEG,golf ball
108,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1217.JPEG,golf ball
109,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_12197.JPEG,golf ball
110,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_12303.JPEG,golf ball
111,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_12325.JPEG,golf ball
112,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_12463.JPEG,golf ball
113,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_12489.JPEG,golf ball
114,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_12505.JPEG,golf ball
115,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1256.JPEG,golf ball
116,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_12689.JPEG,golf ball
117,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_127.JPEG,golf ball
118,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_12724.JPEG,golf ball
119,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_12744.JPEG,golf ball
120,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1275.JPEG,golf ball
121,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_12789.JPEG,golf ball
122,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_12796.JPEG,golf ball
123,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1289.JPEG,golf ball
124,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_129.JPEG,golf ball
125,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_12947.JPEG,golf ball
126,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1297.JPEG,golf ball
127,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13067.JPEG,golf ball
128,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13093.JPEG,golf ball
129,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13099.JPEG,golf ball
130,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13144.JPEG,golf ball
131,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13186.JPEG,golf ball
132,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13257.JPEG,golf ball
133,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13307.JPEG,golf ball
134,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1334.JPEG,golf ball
135,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13366.JPEG,golf ball
136,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1338.JPEG,golf ball
137,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13414.JPEG,golf ball
138,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1344.JPEG,golf ball
139,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13455.JPEG,golf ball
140,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13457.JPEG,golf ball
141,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13538.JPEG,golf ball
142,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13567.JPEG,golf ball
143,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13575.JPEG,golf ball
144,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13576.JPEG,golf ball
145,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13579.JPEG,golf ball
146,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_136.JPEG,golf ball
147,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13736.JPEG,golf ball
148,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13748.JPEG,golf ball
149,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13759.JPEG,golf ball
150,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13783.JPEG,golf ball
151,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_138.JPEG,golf ball
152,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1386.JPEG,golf ball
153,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13867.JPEG,golf ball
154,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13874.JPEG,golf ball
155,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1389.JPEG,golf ball
156,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13898.JPEG,golf ball
157,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13918.JPEG,golf ball
158,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_13924.JPEG,golf ball
159,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1403.JPEG,golf ball
160,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14165.JPEG,golf ball
161,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1419.JPEG,golf ball
162,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14237.JPEG,golf ball
163,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14243.JPEG,golf ball
164,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14278.JPEG,golf ball
165,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_143.JPEG,golf ball
166,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14335.JPEG,golf ball
167,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14399.JPEG,golf ball
168,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14457.JPEG,golf ball
169,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14458.JPEG,golf ball
170,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14496.JPEG,golf ball
171,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14533.JPEG,golf ball
172,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14568.JPEG,golf ball
173,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14638.JPEG,golf ball
174,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1468.JPEG,golf ball
175,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14689.JPEG,golf ball
176,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_147.JPEG,golf ball
177,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14706.JPEG,golf ball
178,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1475.JPEG,golf ball
179,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14789.JPEG,golf ball
180,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14816.JPEG,golf ball
181,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14849.JPEG,golf ball
182,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14859.JPEG,golf ball
183,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14879.JPEG,golf ball
184,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_14914.JPEG,golf ball
185,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15017.JPEG,golf ball
186,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15019.JPEG,golf ball
187,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15064.JPEG,golf ball
188,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15113.JPEG,golf ball
189,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15126.JPEG,golf ball
190,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15176.JPEG,golf ball
191,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15187.JPEG,golf ball
192,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15188.JPEG,golf ball
193,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1519.JPEG,golf ball
194,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15276.JPEG,golf ball
195,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15294.JPEG,golf ball
196,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_153.JPEG,golf ball
197,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15367.JPEG,golf ball
198,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15388.JPEG,golf ball
199,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15469.JPEG,golf ball
200,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1547.JPEG,golf ball
201,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15485.JPEG,golf ball
202,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15568.JPEG,golf ball
203,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15656.JPEG,golf ball
204,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15688.JPEG,golf ball
205,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15747.JPEG,golf ball
206,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15776.JPEG,golf ball
207,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15777.JPEG,golf ball
208,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15779.JPEG,golf ball
209,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15787.JPEG,golf ball
210,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15875.JPEG,golf ball
211,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15958.JPEG,golf ball
212,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_15963.JPEG,golf ball
213,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16036.JPEG,golf ball
214,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16067.JPEG,golf ball
215,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16078.JPEG,golf ball
216,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16083.JPEG,golf ball
217,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16143.JPEG,golf ball
218,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1616.JPEG,golf ball
219,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16166.JPEG,golf ball
220,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16186.JPEG,golf ball
221,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16189.JPEG,golf ball
222,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16203.JPEG,golf ball
223,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16228.JPEG,golf ball
224,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16256.JPEG,golf ball
225,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16258.JPEG,golf ball
226,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16294.JPEG,golf ball
227,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16309.JPEG,golf ball
228,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16379.JPEG,golf ball
229,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16399.JPEG,golf ball
230,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16413.JPEG,golf ball
231,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16434.JPEG,golf ball
232,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16559.JPEG,golf ball
233,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1668.JPEG,golf ball
234,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_16733.JPEG,golf ball
235,C:\Work\97_DVC_Tutorial\dvc-version-control\data\raw\train\n03445777\n03445777_1686.JPEG,golf ball
